ID,TITULAR,RUC,TITULO_PROYECTO,UNIDAD_PROYECTO,TIPO,ACTIVIDAD,FECHA_INICIO,ESTADO,DESCRIPCION,LONGITUD,LATITUD,RESOLUCION,LABEL
11,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,20154489895,"MEJORAMIENTO DEL SERVICIO DE INTERCONEXION VIAL ENTRE LAS AVENIDAS JESUS, LOS INCAS, KENEDY Y LAS CALLES LONDRES, 30 DE AGOSTO, MARIA NIEVES BUSTAMANTE, DE LOS DISTRITOS DE AREQUIPA, PAUCARPATA Y JOSE LUIS BUSTAMANTE",MEJORAMIENTO DEL SERVICIO DE INTERCONEXION VIAL,Clasificación,Transportes,06/04/2021,Aprobado,SIN DESCRIPCION,-71.51251308,-16.4125286,RD N° 00111-2021-SENACE-PE/DEIN,
12,CINTRA SERVICIOS DE INFRAESTRUCTURAS SUCURSAL DEL PERU,20601615518,ANILLO VIAL PERIFERICO DE LA CUIDAD DE LIMA Y EL CALLAO TRAMO I: DESDE EL OVALO 200 MILLAS-AV ELMER FAUCETT -AV. CANTA CALLAO HASTA SU CRUCE CON LA AV. NARANJAL HASTA LA PANAMERICANA NORTE,ANILLO VIAL PERIFERICO DE LA CUIDAD DE LIMA Y EL CALLAO TRAMO I: DESDE EL OVALO 200 MILLAS-AV ELMER FAUCETT -AV. CANTA CALLAO HASTA SU CRUCE CON LA AV. NARANJAL HASTA LA PANAMERICANA NORTE,Clasificación,Transportes,18/07/2019,Aprobado,SIN DESCRIPCION,-77.06230109,-11.97675137,RD N° 00164-2019-SENACE-PE/DEIN,
13,COMPAÑÍA MINERA ARES S.A.C.,20192779333,SEGUNDO ITS PARA LA MEJORA TECNOLÓGICA DEL SISTEMA DE TRATAMIENTO DE AGUAS DE LA PRESA DE RELAVES PALLANCATA FASE 3 Y TRANSPORTE DE MNATERIAL GRUESO DE LA U.O. SELENE HACIA LA U.O. PALLANCATA,PALLANCATA,ITS,Minería,14/12/2016,Aprobado,SIN DESCRIPCION,-73.147,-14.682,RD N° 013-2017-SENACE/DCA,
14,PLUSPETROL PERÚ CORPORATION S.A.,20304177552,ITS PARA LA INSTALACION CAMPAMENTO SATELITE MALVINAS,LOTE 88,ITS,Hidrocarburos,07/04/2017,Aprobado,SIN DESCRIPCION,-72.93665084,-11.82351803,RD N° 140-2017-SENACE/DCA,
15,COMPAÑIA MINERA LINCUNA S.A.,20458538701,AMPLIACION DE CAPACIDAD INSTALADA DE 3000 A 3600 TMD DE LA PLANTA DE BENEFICIO HUANCAPETI 2009 POR MEJORAS TECNOLOGICAS,U.M. HUANCAPETI,ITS,Minería,27/06/2017,Aprobado,SIN DESCRIPCION,-77.52864023,-9.75216662,RD N° 218-2017-SENACE/DCA,
16,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE CHACÑA,20204474606,"CONSTRUCCION DE  CAMINO VECINAL SECSENCCAYA-JATUN PIHUANCA DEL -, DISTRITO DE SAN JUAN DE CHACNA - AYMARAES - APURIMAC",CONSTRUCCIÓN DE CAMINO VECINAL,Clasificación,Transportes,25/10/2021,Aprobado,SIN DESCRIPCION,-73.18385894,-13.90422517,RD N° 00084-2022-SENACE-PE/DEIN,
17,NYRSTAR ANCASH S.A.,20383161330,EXTENSIÓN DEL DEPÓSITO DE RELAVES TUCUSH DE LA UNIDAD DE PRODUCCIÓN CONTONGA,UEA CONTONGA,ITS,Minería,19/07/2016,Aprobado,SIN DESCRIPCION,-77.078,-9.5,RD N° 066-2016-SEANCE/DCA,
18,PAN AMERICAN SILVER HUARÓN S.A.,20546191541,MODIFICACIÓN DE LA TUBERÍA DE CONDUCCIÓN DE AGUAS RESIDUALES HACIA LA PLANTA DE TRATAMIENTO SAN JOSÉ,PAN AMERICAN SILVER,ITS,Minería,24/11/2016,Aprobado,SIN DESCRIPCION,-76.41,-11.0101,RD N° 001-2017-SENACE/DCA,
31,MINSUR S.A.,20100136741,MODIFICACIÓN DEL PLAN DE PARTICIPACIÓN CIUDADANA DE LA TERCERA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA “PUCAMARCA”,PUCAMARCA,MPPC,Minería,16/09/2022,Aprobado,SIN DESCRIPCION,-69.80849073,-17.81725943,RD N° 00175-2022-SENACE-PE/DEAR,
32,EMPRESA NACIONAL DE PUERTOS S.A.,20100003200,MEJORAMIENTO DEL SERVICIO DE EMBARQUE Y DESEMBARQUE DE PASAJEROS EN EL TERMINAL PORTUARIO DE IQUITOS,SIN UNIDAD,Clasificación,Transportes,23/09/2016,Aprobado,SIN DESCRIPCION,-73.23992055,-73.23992055,RD N° 002-2017-SENACE/DCA,
35,GOBIERNO REGIONAL DE AMAZONAS,20479569900,MEJORAMIENTO DE LA CARRETERA CHACHAPOYAS - AEROPUERTO,SIN UNIDAD,Clasificación,Transportes,07/09/2016,Aprobado,SIN DESCRIPCION,-77.86660147,-77.86660147,RD N° 134-2016-SENACE/DCA,
47,NEXA RESOURCES EL PORVENIR S.A.C.,20492744833,SEXTO INFORME TÉCNICO SUSTENTATORIO DE LA UNIDAD MINERA EL PORVENIR,U.M. EL PORVENIR,ITS,Minería,10/12/2019,Aprobado,SIN DESCRIPCION,-76.20517965,-10.61611424,RD N° 00051-2020-SENACE-PE/DEAR,
48,ARUNTANI S.A.C.,20466327612,CUARTO ITS DE LA UNIDAD MINERA ARASI: CANTERA JESSICA NORTE,U.M. ARASI,ITS,Minería,11/12/2018,Aprobado,SIN DESCRIPCION,-70.82776413,-15.25001665,RD N° 027-2019-SENACE-PE/DEAR,
50,JINZHAO MINING  PERU S.A.,20520694839,SEGUNDO INFORME TÉCNICO SUSTENTATORIO DEL PROYECTO PAMPA DEL PONGO,PAMPA DEL PONGO,ITS,Minería,25/11/2019,Aprobado,SIN DESCRIPCION,-74.86134516,-15.39116406,RD N° 00003-2020-SENACE-PE/DEAR,
51,COMPAÑÍA MINERA RAURA S.A.,20100163552,QUINTO ITS DE CAMBIOS EN INSTALACIONES AUXILIARES DE LA U.M. RAURA,U.M. RAURA,ITS,Minería,08/09/2017,Aprobado,SIN DESCRIPCION,-76.74649699,-10.45792535,RD N° 310-2017-SENACE-DCA,
52,COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.,20100079501,TERCER ITS EIAD PROYECTO TAMBOMAYO,U.M. TAMBOMAYO,ITS,Minería,24/09/2018,Aprobado,SIN DESCRIPCION,-71.9406,-15.467,RD N° 046-2018-SENACE-PE/DEAR,
54,ANABI S.A.C.,20517187551,PROYECTO UTUNSA,U.M. UTUNSA,ITS,Minería,30/12/2016,Aprobado,SIN DESCRIPCION,-72.2888,-14.4182,RD N° 024-2017-SENACE/DCA,
55,PAN AMERICAN SILVER HUARÓN S.A.,20546191541,MEJORA TECNOLÓGICA DE LOS CIRCUITOS DE FLOTACIÓN (BULK Y ZINC) DE LA PLANTA CONCENTRADORA FRANCOIS,U.M. HUARON,ITS,Minería,05/06/2017,Aprobado,SIN DESCRIPCION,-76.40997186,-11.01011601,RD N° 178-2017-SENACE/DCA,
56,SAVIA PERÚ S.A.,20203058781,MODIFICACIÓN DEL PROGRAMA DE MONITOREO PARA LA ADECUACIÓN DE LOS ESTÁNDARES DE CALIDAD AMBIENTAL (ECA) PARA AIRE Y AGUA DEL EIA,LOTE Z-2B,ITS,Hidrocarburos,27/09/2018,Aprobado,SIN DESCRIPCION,-81.14777291,-4.88961203,RD N° 00055-2018-SENACE-PE/DEAR,
57,MUNICIPALIDAD DISTRITAL DE UCHURACCAY,20574782920,"PROYECTO “CREACIÓN DEL CAMINO VECINAL ENTRE LAS COMUNIDADES DE UCHURACCAY-RODEOPAMPA-CHUQUI, DISTRITO DE UCHURACCAY, HUANTAAYACUCHO”","CAMINO VECINAL ENTRE LAS COMUNIDADES DE UCHURACCAY-RODEOPAMPA-CHUQUI, DISTRITO DE UCHURACCAY, PROVINCIA DE HUANTA - AYACUCHO",Clasificación,Transportes,19/07/2019,Aprobado,SIN DESCRIPCION,-74.08717817,-12.81698106,RDN° 00043-2020-SENACE-PE/DEIN,
58,COMPAÑIA MINERA KOLPA S.A.,20600020022,SÉPTIMO INFORME TÉCNICO SUSTENTATORIO DE LA UNIDAD MINERA HUACHOCOLPA UNO,UNIDAD MINERA HUACHOCOLPA UNO,ITS,Minería,08/10/2021,Aprobado,SIN DESCRIPCION,-74.98293812,-13.07143812,RD N° 00155-2021-SENACE-PE/DEAR,
59,TREVALI PERÚ S.A.C.,20516488973,PPC DURANTE LA ELABORACIÓN DE LA MEIA DE EXPLOTACIÓN MINA SANTANDER,SIN UNIDAD,PPC,Minería,15/02/2016,Aprobado,SIN DESCRIPCION,-76.52276047,-76.52276047,RD N° 303-2017-SENACE/DCA,
73,CONCESIONARIA INTEROCEÁNICA SUR TRAMO 2 S.A.,20511125040,"ITS PARA LA ""AMPLIACIÓN DEL DEPÓSITO DE MATERIAL EXCEDENTE KM 209+000 LD DEL PROYECTO CORREDOR VIAL INTEROCEÁNICO SUR, PERÚ-BRASIL, TRAMO 2: URCOS - PUENTE INAMBARI""",SIN UNIDAD,ITS,Transportes,15/11/2017,Aprobado,SIN DESCRIPCION,-70.62932226,-13.18630185,RD N° 035-2017-SENACE- JEF/DEIN,
77,GOBIERNO REGIONAL JUNÍN,20486021692,"AMPLIACIÓN Y MEJORAMIENTO DEL PUENTE NORUEGA, DISTRITO DE PERENE - SANTA ANA, PROVINCIA DE CHANCHAMAYO, REGIÓN JUNÍN",SIN UNIDAD,Clasificación,Transportes,14/11/2017,Aprobado,SIN DESCRIPCION,-75.2254199,-10.95058264,RD N° 065-2018-SENACE-JEF/DEIN,
78,COMPAÑÍA MINERA CHUNGAR S.A.C.,20514608041,"MODIFICACIÓN DEL EIA PROYECTO ""AMPLIACIÓN DE LAS OPERACIONES MINERO METALÚRGICAS A 4200 TMD DE LA UNIDAD ANIMÓN""",U.M. ANIMON,MEIA-d,Minería,03/09/2018,Aprobado,SIN DESCRIPCION,-76.4285,-11.0292,RD N° 00159-2020-SENACE-PE/DEAR,
63,MUNICIPALIDAD DISTRITAL ASQUIPATA,20211431971,"CREACIÓN DEL CAMINO VECINAL DESDE LA COMUNIDAD DE MORCOLLA CHICO HASTA CHACAPATA, DISTRITO DE ASQUIPATA - PROVINCIA DE VICTOR FAJARDO - DEPARTAMENTO DE AYACUCHO",CREACIÓN DE CAMINO VECINAL,Clasificación,Transportes,16/06/2021,Aprobado,SIN DESCRIPCION,-73.91700515,-14.11444437,RD N° 00161-2021-SENACE-PE/DEIN,
64,CONCESIONARIA IIRSA NORTE S.A.,20511004251,"ITS PARA AMPLIACIÓN DEL DEPÓSITO DE MATERIAL EXCEDENTE KM 110+200 LD - TRAMO N° 4 DV. OLMOS - CORRAL QUEMADO (DISTRITO DE POMAHUACA, PROVINCIA DE JAÉN, REGIÓN CAJAMARCA)",CORREDOR VIAL AMAZONAS NORTE,ITS,Transportes,11/10/2018,Aprobado,SIN DESCRIPCION,-79.1692481,-6.00264948,RD N° 00021-2019-SENACE-PE/DEIN,
65,GRAÑA Y MONTERO PETROLERA S.A.,20100153832,LOTE IV,LOTE IV,ITS,Hidrocarburos,07/11/2017,Aprobado,SIN DESCRIPCION,-81.16284874,-4.48062664,RD N° 003-2018-SENACE-JEF/DEAR,
66,MINERA YANACOCHA S.R.L.,20137291313,QUINTO INFORME TÉCNICO SUSTENTATORIO DE LA TERCERA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO SUPLEMENTARIO YANACOCHA OESTE,U.M. YANACOCHA,ITS,Minería,30/11/2017,Aprobado,SIN DESCRIPCION,-78.5411,-6.9898,RD N° 012-2018-SENACE-JEF/DEAR,
67,MINERA YANACOCHA S.R.L.,20137291313,TERCER INFORME TÉCNICO SUSTENTATORIO DE LA QUINTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA AMPLIACIÓN DEL PROYECTO CARACHUGO - SUPLEMENTARIO YANACOCHA ESTE,U.M. YANACOCHA,ITS,Minería,30/11/2017,Aprobado,SIN DESCRIPCION,-78.4859,-6.9761,RD N° 007-2018-SENACE-JEF/DEAR,
68,LUZ DEL SUR S.A.A.,20331898008,NUEVA SET MANCHAY Y LÍNEAS ASOCIADAS,S.E. MANCHAY,Clasificación,Electricidad,20/03/2017,Aprobado,SIN DESCRIPCION,-76.86823366,-12.10054452,RD N° 133-2017-SENACE/DCA,
70,SAMAY I S.A.,20537698889,MODIFICACIÓN DE SILENCIADORES ACÚSTICOS DE LA CENTRAL TÉRMICA (C.T.) PUERTO BRAVO,C.T. PUERTO BRAVO,ITS,Electricidad,20/10/2017,Aprobado,SIN DESCRIPCION,-71.9778932,-17.03838228,RD N° 008-2017-SENACE-JEF/DEAR,
36,TREVALI PERÚ S.A.C.,20516488973,PRIMER ITS PARA EL RECRECIMIENTO DEL DEPÓSITO DE RELAVES SANTANDER (10%) Y CONFIRMACIÓN DE RESERVAS,U.M. SANTANDER,ITS,Minería,05/06/2019,Aprobado,SIN DESCRIPCION,-76.52324721,-11.18673563,RD N° 116-2019-SENACE-PE/DEAR,
37,CONCESIONARIA IIRSA NORTE S.A.,20511004251,"INFORME TÉCNICO SUSTENTATORIO PARA LA AMPLIACIÓN DEL DEPÓSITO DE MATERIAL EXCEDENTE KM 53+950 LI, ZONA DE MEZCLA ASFÁLTICA KM 53+940 LI  Y ACOPIO Y ZONA DE MEZCLA ASFÁLTICA KM 31+900 LD, DEL PROYECTO CORREDOR VIAL AMAZONAS NORTE, TRAMO N° 1: TARAPOTO – YU",TRAMO I,ITS,Transportes,11/05/2022,Aprobado,SIN DESCRIPCION,-76.29395767,-6.33748034,RD N° 141-2022-SENACE-PE/DEIN,
38,"SAPET DEVELOPMENT PERÚ INC., SUCURSAL DEL PERÚ",20168702346,INFORME TÉCNICO SUSTENTATORIO PARA LA MODIFICACIÓN DE UBICACIÓN DE CUARENTA Y CUATRO (44) POZOS DE DESARROLLO Y DE LÍNEAS DE CODUCCIÓN EN EL LOTE VII/VI,LOTE VII/VI,ITS,Hidrocarburos,02/04/2018,Aprobado,SIN DESCRIPCION,-81.2176,-4.5318,RD N° 063-2018-SENACE-JEF/DEAR,
39,PETROTAL PERÚ S.R.L.,20513842377,"REUBICACIÓN Y AMPLIACIÓN DE FACILIDADES (COMPONENTES) SUPERFICIALES EN LA LOCACIÓN 2A, ACTIVIDADES DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95",LOTE 95,ITS,Hidrocarburos,11/12/2019,Aprobado,SIN DESCRIPCION,-74.32812263,-5.24383096,RD N° 00046-2020-SENACE-PE/DEAR,
40,ENEL DISTRIBUCIÓN PERÚ S.A.A.,20269985900,AMPLIACIÓN DE LA LT EN 60 KV L-636 A NUEVA SE FILADELFIA Y LÍNEAS DE INTERCONEXIÓN EN 60 KV A SUBESTACIONES PUENTE PIEDRA Y TOMÁS VALLE,L.T. FILADELFIA-PUENTE PIEDRA,Clasificación,Electricidad,10/05/2016,Aprobado,SIN DESCRIPCION,-77.1015,-11.9856,RD N° 042-2016-SENACE/DCA,
44,DOE RUN PERU S.R.L. EN LIQUIDACIÓN EN MARCHA,20376303811,ITS PARA LA IMPLEMENTACIÓN DE PROYECTOS DE MODIFICACIÓN EN LA UNIDAD MINERA COBRIZA,U.M. COBRIZA,ITS,Minería,09/09/2019,Aprobado,SIN DESCRIPCION,-74.38994526,-12.57526094,RD N° 0013-2020-SENACE-PE/DEAR,
45,INSTITUTO METROPOLITANO PROTRANSPORTE DE LIMA - PROTRANSPORTE,20510407670,"PIP “MEJORAMIENTO DE LA ACCESIBILIDAD PEATONAL Y VEHICULAR EN EL ENTORNO DE LA ESTACIÓN FERNANDO TERÁN DEL COSAC I EN EL DISTRITO DE CHORRILLOS, PROVINCIA DE LIMA”, FORMULADA POR EL INSTITUTO METROPOLITANO PROTRANSPORTE DE LIMA - PROTRANSPORTE",SIN UNIDAD,Clasificación,Transportes,30/01/2018,Aprobado,SIN DESCRIPCION,-77.01947316,-12.16689808,RD N° 00024-2018-SENACE-PE/DEIN,
91,MUNICIPALIDAD DISTRITAL DE HUATA,20146926143,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DE LA CARRETERA TRAMO HUATA - CHINCHERPAMPA, DISTRITO DE HUATA - PUNO - PUNO",SIN UNIDAD,Clasificación,Transportes,07/12/2016,Aprobado,SIN DESCRIPCION,-69.99723954,-69.99723954,RD N° 109-2017-SENACE/DCA,
92,COMPAÑÍA MINERA ZAFRANAL S.A.C.,20538837611,MODIFICACIÓN DEL PPC PREVIO A LA PRESENTACIÓN DEL EIA-D DEL PROYECTO DE EXPLOTACIÓN MINERA ZAFRANAL,SIN UNIDAD,PPC,Minería,12/04/2019,Aprobado,SIN DESCRIPCION,-71.93134607,-71.93134607,RD N° 0140-2019-SENACE-PE/DEAR,
93,GENERACIÓN ELÉCTRICA RÍO BIAVO S.A.C.,20601825601,CENTRAL HIDROELÉCTRICA ALTO BIAVO,SIN UNIDAD,PPC,Electricidad,26/06/2019,Aprobado,SIN DESCRIPCION,-76.39352835,-76.39352835,RD N° 106-2019-SENACE-PE/DEAR,
94,APUMAYO S.A.C.,20547735014,PPC DURANTE LA ETAPA DE ELABORACIÓN DEL EIA DEL PROYECTO ANCOS,SIN UNIDAD,PPC,Minería,20/01/2016,Aprobado,SIN DESCRIPCION,-73.92903536,-73.92903536,RD N° 305-2017-SENACE/DCA,
96,EDEGEL S.A.A.,20330791412,INSTALACIÓN DE UN SISTEMA DE ALMACENAMIENTO DE ENERGÍA BASADO EN BATERÍAS COMO MEJORA TECNOLÓGICA PARA LA ADECUACIÓN DE REGULACIÓN PRIMARIA DE FRECUENCIA DE LA CENTRAL TÉRMICA VENTANILLA,CENTRAL TÉRMICA VENTANILLA,ITS,Electricidad,17/10/2017,Aprobado,SIN DESCRIPCION,-77.11759633,-11.93624031,RD N° 009-2017-SENACE-JEF/DEAR,
97,TRANSPORTADORA DE GAS DEL PERÚ S.A.,20499432021,INFORME TÉCNICO SUSTENTATORIO DE INSTALACIÓN DE UNA (01) MICROTURBINA EN LA ESTACIÓN DE BOMBEO Nº 02 (PS2) DEL SISTEMA DE TRANSPORTE POR DUCTOS DE GAS NATURAL Y LÍQUIDOS DE GAS NATURAL CAMISEA – LIMA,MICROTURBINA,ITS,Hidrocarburos,08/10/2021,Aprobado,SIN DESCRIPCION,-73.13783409,-12.54571285,RD N° 00010-2022-SENACE-PE/DEAR,
98,MUNICIPALIDAD DISTRITAL DE BALSAS,20165779879,"CREACIÓN DEL CAMINO VECINAL, CRUCE BALSAS LEYMEBAMBA - SAN BASILIO A NIVEL DE AFIRMADO, DISTRITO DE BALSAS-CHACHAPOYAS - AMAZONAS",SIN UNIDAD,Clasificación,Transportes,27/11/2017,Aprobado,SIN DESCRIPCION,-77.91509628,-6.82194158,RD N° 036-2018-SENACE-JEF/DEIN,
99,REFINERÍA LA PAMPILLA S.A.A.,20259829594,"REUBICACIÓN DEL MONOBOYA, CAMBIO DE DIÁMETRO DE LAS TUBERÍAS, INCLUSIÓN DEL ESPIGÓN DE ROCA PARA PROTECCIÓN DE LAS TUBERÍAS DEL TERMINAL PORTUARIO MONOBOYA T4 Y VARIACIÓN DE DIMENSIONES",LA PAMPILLA,ITS,Hidrocarburos,19/01/2018,Aprobado,SIN DESCRIPCION,-77.1319302,-11.92429007,RD N° 056-2018-SENACE-JEF/DEAR,
101,LIMA AIRPORT PARTNERS S.R.L.,20501577252,SEGUNDO INFORME TÉCNICO SUSTENTATORIO (ITS) DE LA SEGUNDA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO  (SEGUNDA MEIA) DEL AEROPUERTO INTERNACIONAL JORGE CHÁVEZ.,DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA,ITS,Transportes,17/03/2023,Aprobado,SIN DESCRIPCION,-77.11847487,-12.01943027,RD Nº 00074-2023-SENACE-PE/DEIN,
102,NEXA RESOURCES PERU S.A.A.,20100110513,CUARTO INFORME TÉCNICO SUSTENTATORIO DEL PROYECTO MAGISTRAL,MAGISTRAL,ITS,Minería,02/11/2020,Aprobado,SIN DESCRIPCION,-77.77293471,-8.22932335,RD N° 158-2020-SENACE-PE/DEAR,
116,MUNICIPALIDAD METROPOLITANA DE LIMA,20131380951,"DIA PROYECTO ""MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA AV. REYNALDO SAAVEDRA PIÑÓN, AV. LUIS BRAILLE, AV. VICTOR SARRIA Y AV. ROBERTO THORNDIKE DE LA UNIDAD VECINAL MIRONES, PROV*","PROYECTO ""MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA AV. REYNALDO SAAVEDRA PIÑÓN, AV. LUIS BRAILLE, AV. VICTOR SARRIA Y AV. ROBERTO THORNDIKE DE LA UNIDAD VECINAL MIRONES, PROVINCIA DE LIMA – LIMA""",Clasificación,Transportes,17/09/2018,Aprobado,SIN DESCRIPCION,-77.05149872,-12.04383173,RD N° 00002-2019-SENACE-PE/DEIN,
119,AUTORIDAD PARA LA RECONSTRUCCIÓN CON CAMBIOS,20602114091,"CREACIÓN DEL SERVICIO DE PROTECCIÓN EN RIBERAS DEL RÍO LACRAMARCA VULNERABLES ANTE PELIGROS DE INUNDACIÓN, EN 58 COMUNIDADES EN LOS DISTRITOS DE MACATE, CÁCERES DEL PERÚ Y CHIMBOTE DE LA PROVINCIA DE SANTA – DEPARTAMENTO DE ÁNCASH",SIN UNIDAD,IGAPRO,Agricultura,10/06/2022,Aprobado,SIN DESCRIPCION,-78.45905,-8.96543,RD N° 00179-2022-SENACE-PE/DEIN,
120,CONCESIONARIA INTEROCEÁNICA SUR - TRAMO 2 S.A.,20511125040,"ITS PARA LA ""SEGUNDA AMPLIACIÓN DEL DEPÓSITO DE MATERIAL EXCEDENTE KM 12+177 L.D. DEL PROYECTO CORREDOR VIAL INTEROCEÁNICA SUR, PERÚ-BRASIL, TRAMO 2: URCOS - PUENTE INAMBARI""",SIN UNIDAD,ITS,Transportes,11/08/2017,Aprobado,SIN DESCRIPCION,-71.59415929,-13.66497441,RD N° 289-2017-SENACE/DCA,
103,MUNICIPALIDAD DISTRITAL DE CHIRIMOTO,20207202127,"PPC PARA EL EIA SEMIDETALLADO DEL PROYECTO “CONSTRUCCIÓN DE LA CARRETERA VECINAL LUZ DEL ORIENTE - TRIÁNGULO DE LA ESPERANZA - NUEVA UNIÓN, DISTRITO DE CHIRIMOTO, PROVINCIA RODRÍGUEZ DE MENDOZA, DEPARTAMENTO DE AMAZONAS",SIN UNIDAD,PPC,Transportes,17/11/2021,Aprobado,SIN DESCRIPCION,-77.34809858,-77.34809858,RD N° 00049-2022-SENACE-PE/DEIN,
