ID,TITULAR,RUC,TITULO_PROYECTO,UNIDAD_PROYECTO,TIPO,ACTIVIDAD,FECHA_INICIO,ESTADO,DESCRIPCION,LONGITUD,LATITUD,RESOLUCION,LABEL
108,FALSO,20513188626,U.M. SUYCKUTAMBO,U.M. SUYCKUTAMBO,ITS,FALSO,31/10/2017,Aprobado,SIN DESCRIPCION,-71.83064568,-15.17721699,FALSO,null
109,FALSO,20511165181,FALSO,CONSTANCIA,MEIA-d,FALSO,21/11/2020,Aprobado,SIN DESCRIPCION,-71.788,-14.48,FALSO,null
110,HUAURA POWER GROUP S.A.,20552721668,FALSO,L.T. YARUCAYA,ITS,Electricidad,08/06/2017,Aprobado,SIN DESCRIPCION,-77.17109848,-11.08480857,FALSO,null
111,CEPSA PERUANA S.A.C.,20516908930,FALSO,LOTE 131,ITS,Hidrocarburos,24/03/2017,Aprobado,SIN DESCRIPCION,-75.10423389,-8.83863417,FALSO,null
112,FALSO,20511129975,FALSO,FALSO,ITS,Transportes,09/07/2020,Aprobado,SIN DESCRIPCION,-69.49822859,-11.41755404,FALSO,null
113,FALSO,20100153832,FALSO,LOTE IV,ITS,Hidrocarburos,26/10/2018,Aprobado,SIN DESCRIPCION,-81.162,-4.4791,FALSO,null
115,FALSO,20192779333,FALSO,U.M. ARCATA,ITS,FALSO,10/05/2019,Aprobado,SIN DESCRIPCION,-72.31109816,-14.98482422,FALSO,null
81,FALSO,20514608041,TERCER ITS DE LA U.M. ALPAMARCA,ALPAMARCA,ITS,FALSO,15/10/2020,Aprobado,SIN DESCRIPCION,-76.4564045,-11.22001465,FALSO,null
83,PROYECTO ESPECIAL REGIONAL PLAN COPESCO DEL GOBIERNO REGIONAL DEL CUSCO,20159311598,MEJORAMIENTO  Y CONTRUCCION DE LA CARRETERA YAURI -SUYKUTAMBO,MEJORAMIENTO  Y CONTRUCCION DE LA CARRETERA YAURI -SUYKUTAMBO,FALSO,Transportes,03/04/2019,Aprobado,SIN DESCRIPCION,-71.43007268,-14.80904508,FALSO,null
84,CONSORCIO TRANSMANTARO S.A.,20383316473,FALSO,FALSO,ITS,Electricidad,27/08/2018,Aprobado,SIN DESCRIPCION,-74.22057003,-13.11709241,FALSO,null
89,AUTOPISTA DEL NORTE S.A.C.,20520929658,FALSO,FALSO,ITS,Transportes,16/03/2022,Aprobado,SIN DESCRIPCION,-78.51480729,-9.05248109,FALSO,null
121,CIA MINERA COIMOLACHE S.A.,20140688640,FALSO,TANTAHUATAY,ITS,FALSO,31/03/2021,Aprobado,SIN DESCRIPCION,-78.69100189,-6.73430014,FALSO,null
123,SHOUGANG HIERRO PERU S.A.A.,20100142989,PRIMER ITS DE LA MODIFICACION DEL ESTUDIO DE IMPACTO  AMBIENTAL PARA EL PROYECTO DE AMPLIACION DE OPERACIONES  MINA Y PLANTA DE BENEFICIO,CPS 1 (ANTES MARCONA),ITS,FALSO,11/05/2022,Aprobado,SIN DESCRIPCION,-75.13410998,-15.21733334,FALSO,null
126,FALSO,20511129975,FALSO,SIN UNIDAD,ITS,Transportes,13/03/2018,Aprobado,SIN DESCRIPCION,-69.17258404,-11.73564997,FALSO,null
127,FALSO,20100171652,FALSO,U.M. COMICSA 567,FALSO,FALSO,19/07/2017,Aprobado,SIN DESCRIPCION,-77.03064168,-11.8263535,FALSO,null
128,FALSO,20100110513,FALSO,U.M. CERRO LINDO,ITS,FALSO,23/06/2016,Aprobado,SIN DESCRIPCION,-75.9969,-13.0922,FALSO,null
144,MINERA VETA DORADA S.A.C.,20536126440,FALSO,U.M. VETA DORADA,ITS,FALSO,06/02/2017,Aprobado,SIN DESCRIPCION,-74.24742902,-15.80340055,FALSO,null
145,AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS,20602114091,FALSO,SIN UNIDAD,IGAPRO,Agricultura,11/07/2021,Aprobado,SIN DESCRIPCION,-77.20968405,-11.14301108,FALSO,null
147,AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS,20602114091,FALSO,SIN UNIDAD,IGAPRO,Agricultura,11/07/2021,Aprobado,SIN DESCRIPCION,-76.25075889,-13.09491136,FALSO,null
148,GOBIERNO REGIONAL DE MADRE DE DIOS,20527143200,FALSO,SIN UNIDAD,PPC,Transportes,20/04/2022,Aprobado,SIN DESCRIPCION,-70.40136972,-70.40136972,FALSO,null
149,EMPRESA PETROLERA UNIPETRO ABC S.A.C.,20161738272,FALSO,SIN UNIDAD,FALSO,Hidrocarburos,29/04/2019,Aprobado,SIN DESCRIPCION,-81.14701818,-4.54692508,FALSO,null
150,FALSO,20601235758,FALSO,PARQUE EOLICO TOROCCO,FALSO,Electricidad,29/11/2018,Aprobado,SIN DESCRIPCION,-75.01590569,-15.37062955,FALSO,null
151,FALSO,20546191541,FALSO,U.M. HUARON,ITS,FALSO,20/09/2018,Aprobado,SIN DESCRIPCION,-76.41,-11.0101,FALSO,null
152,FALSO,20513842377,FALSO,LOTE 95,ITS,Hidrocarburos,06/12/2016,Aprobado,SIN DESCRIPCION,-74.3282,-5.2437,Oficio 471-2017-SENACE-J/DCA,null
153,LIMA AIRPORT PARTNERS S.R.L.,20501577252,FALSO,INFRAESTRUCTURA AEROPORTUARIA,ITS,Transportes,29/04/2022,Aprobado,SIN DESCRIPCION,-77.11722952,-12.02927127,FALSO,null
154,CONCESIONARIA IIRSA NORTE S.A.,20511004251,FALSO,TRAMO IV,ITS,Transportes,01/09/2022,Aprobado,SIN DESCRIPCION,-78.77062742,-5.80807916,FALSO,null
169,EMPRESA PETROLERA UNIPETRO ABC S.A.C.,20161738272,FALSO,FALSO,MPPC,Hidrocarburos,20/03/2023,Aprobado,SIN DESCRIPCION,-81.15844659,-4.54858654,FALSO,null
170,ENEL DISTRIBUCION PERU S.A.A,20269985900,FALSO,SIN UNIDAD,FALSO,Electricidad,20/03/2018,Aprobado,SIN DESCRIPCION,-77.05990655,-12.0005049,FALSO,null
171,PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL,20503503639,PROPUESTA DE TDR Y PPC PARA EL EIA-D (EIA-D) DEL PROYECTO REHABILITACION Y MEJORAMIENTO DE LA CARRETERA VILLA RICA - PUERTO BERMUDEZ, TRAMOS: VILLA RICA-DESVIO ISCOZACIN Y DESVIO ISCOZACIN-PUERTO BER*,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA VILLA RICA - PUERTO BERMUDEZ, TRAMOS: VILLA RICA - DESVIO ISCOZACIN Y DESVIO ISCOZACIN - PUERTO BERMUDEZ,FALSO,Transportes,14/08/2018,Aprobado,SIN DESCRIPCION,-75.07241493,-10.50826077,FALSO,null
173,PERU LNG S.R.L.,20506342563,FALSO,SIN UNIDAD,ITS,Hidrocarburos,22/07/2019,Aprobado,SIN DESCRIPCION,-75.65461285,-13.70420404,FALSO,null
155,CSF CONTINUA CHACHANI S.A.C.,20600896793,C.S. CHACHANI,C.S. CHACHANI,FALSO,Electricidad,28/02/2018,Aprobado,SIN DESCRIPCION,-71.81762929,-16.69950999,FALSO,null
156,MINERA COLQUISIRI S.A.,20107290177,FALSO,U.M. MARIA TERESA,MEIA-d,FALSO,09/01/2018,Aprobado,SIN DESCRIPCION,-77.27955633,-11.48793725,FALSO,null
157,MONTE AZUL CENTRO S.A.C.,20555714654,TERMINAL VILLA EL SALVADOR,TERMINAL VILLA EL SALVADOR,FALSO,Hidrocarburos,08/08/2017,Aprobado,SIN DESCRIPCION,-76.95111942,-12.24775953,FALSO,null
159,MINSUR S.A.,20100136741,FALSO,SAN RAFAEL,ITS,FALSO,14/12/2020,Aprobado,SIN DESCRIPCION,-70.325843,-14.229,FALSO,null
160,PROYECTO ESP. BINACIONAL PUYAN,20154446738,FALSO,FALSO,IGAPRO,Agricultura,21/10/2019,Aprobado,SIN DESCRIPCION,-80.24917822,-3.48830546,FALSO,null
161,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,20147026529,FALSO,SIN UNIDAD,FALSO,Transportes,15/03/2017,Aprobado,SIN DESCRIPCION,-79.44182694,-5.25757991,FALSO,null
162,ENEL GREEN POWER  S.A.,20543298574,FALSO,CENTRAL EOLICA WAYRA,ITS,Electricidad,10/06/2020,Aprobado,SIN DESCRIPCION,-75.0562,-15.0532,FALSO,null
163,PLUSPETROL PERU CORPORATION S.A.,20304177552,FALSO,PLANTA DE FRACCIONAMIENTO DE LGN PISCO,ITS,Hidrocarburos,10/02/2022,Aprobado,SIN DESCRIPCION,-76.23432842,-13.76896394,FALSO,null
164,SOCIEDAD MINERA EL BROCAL S.A.A.,20100017572,FALSO,COLQUIJIRCA 1,ITS,FALSO,25/08/2021,Aprobado,SIN DESCRIPCION,-76.28281777,-10.7711282,FALSO,null
165,GOBIERNO REGIONAL DE HUANCAVELICA,20486020882,CONSTRUCCION DE LA CARRETERA VECINAL LACHOCCASA %u2013 SANTIAGO DE TUCUMA, DISTRITO DE PAMPAS, PROVINCIA DE TAYACAJA Y DEPARTAMENTO DE HUANCAVELICA,HUANCAVELICA,FALSO,Transportes,24/08/2021,Aprobado,SIN DESCRIPCION,-74.89865263,-12.33724562,FALSO,null
166,AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS,20602114091,FALSO,SIN UNIDAD,IGAPRO,Agricultura,10/11/2022,Aprobado,SIN DESCRIPCION,-79.03693255,-8.00645607,FALSO,null
129,LUZ DEL SUR S.A.A.,20331898008,FALSO,SIN UNIDAD,FALSO,Electricidad,08/02/2018,Aprobado,SIN DESCRIPCION,-76.82869706,-12.25908968,FALSO,null
130,CULTINOR S.A.C.,20565282370,FALSO,UNIDAD MINERA KATY,PPC,FALSO,14/10/2022,Aprobado,SIN DESCRIPCION,-70.31948467,-16.45549247,FALSO,null
131,HYDROCARBON EXPLORATION LIMITED,20543176894,FALSO,LOTE 183,FALSO,Hidrocarburos,28/09/2016,Aprobado,SIN DESCRIPCION,-75.5069,-6.6543,FALSO,null
134,FALSO,20304177552,LOTE 88,LOTE 88,ITS,Hidrocarburos,29/11/2017,Aprobado,SIN DESCRIPCION,-72.94428641,-11.84310133,FALSO,null
135,FALSO,20100110513,FALSO,U.M. CERRO LINDO,ITS,FALSO,30/11/2018,Aprobado,SIN DESCRIPCION,-75.9938,-13.0866,FALSO,null
136,APUMAYO S.A.C.,20547735014,FALSO,UNIDAD MINERA APUMAYO,PPC,FALSO,25/08/2022,Aprobado,SIN DESCRIPCION,-73.92250933,-14.99674619,FALSO,null
137,FALSO,20520694839,FALSO,PAMPA DE PONGO,MPPC,FALSO,31/08/2022,Aprobado,SIN DESCRIPCION,-74.86399695,-15.39728132,FALSO,null
138,CONCESIONARIA IIRSA NORTE S.A.,20511004251,FALSO,TRAMO II,ITS,Transportes,13/10/2022,Aprobado,SIN DESCRIPCION,-76.49145285,-6.47812279,FALSO,null
139,LA ARENA S.A.,20205467603,FALSO,LA ARENA,PPC,FALSO,20/09/2022,Aprobado,SIN DESCRIPCION,-78.1332007,-7.89375821,FALSO,null
140,MUNICIPALIDAD PROVINCIAL DE CALCA,20156074242,FALSO,CREACION DEL CAMINO VECINAL DESDE LA COMUNIDAD CAMPESINA DE UNURAQUI HASTA EL SECTOR DE CALCACCASA,FALSO,Transportes,21/09/2022,Aprobado,SIN DESCRIPCION,-71.99044952,-13.33548094,FALSO,null
141,MINSUR S.A.,20100136741,FALSO,U.M. SAN RAFAEL,ITS,FALSO,24/08/2018,Aprobado,SIN DESCRIPCION,-70.3254,-14.2296,FALSO,null
187,SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C.,20100102171,MEIA U.E.A. AUSTRIA DUVAZ,U.M. PUQUIOCOCHA,ITS,FALSO,28/04/2017,Aprobado,SIN DESCRIPCION,-76.13276867,-11.59644155,FALSO,null
188,MINERA COLQUISIRI S.A.,20107290177,FALSO,U.M. COLQUISIRI,ITS,FALSO,12/06/2017,Aprobado,SIN DESCRIPCION,-77.27612962,-11.49420062,FALSO,null
189,FALSO,20504645046,FALSO,L.T. PACHACHACA-POMACOCHA,FALSO,Electricidad,15/06/2017,Aprobado,SIN DESCRIPCION,-76.11217599,-11.69616304,FALSO,null
190,FALSO,20356476434,LOTE X,LOTE X,ITS,Hidrocarburos,23/11/2017,Aprobado,SIN DESCRIPCION,-81.21720388,-4.29463009,FALSO,null
191,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI,20176232227,FALSO,FALSO,FALSO,Transportes,26/02/2021,Aprobado,SIN DESCRIPCION,-76.73669604,-10.43479022,FALSO,null
192,CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.,20101250572,FALSO,TACAZA,PPC,FALSO,17/10/2022,Aprobado,SIN DESCRIPCION,-70.72833991,-15.6211419,FALSO,null
193,PETROLIFERA PETROLEUM DEL PERU S.R.L.,20510478348,FALSO,LOTE 107,PPC,Hidrocarburos,22/04/2020,Aprobado,SIN DESCRIPCION,-75.03441543,-10.06266479,FALSO,null
194,ASOCIACION DE CARNICEROS-PIRAMIDAL-AYACUCHO,20602486720,CENTRO DE BENEFICIO ADECPA,CENTRO DE BENEFICIO,FALSO,Agricultura,13/03/2020,Aprobado,SIN DESCRIPCION,-74.22428074,-13.22544883,FALSO,null
