"Listado de Proyectos APROBADO","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"ID","TITULAR","RUC","TITULO_PROYECTO","UNIDAD_PROYECTO","TIPO","ACTIVIDAD","FECHA_INICIO","ESTADO","DESCRIPCION","LONGITUD","LATITUD","RESOLUCION","LABEL",""
"50","JINZHAO MINING  PERU S.A.","20520694839","","PAMPA DEL PONGO","ITS","","25/11/2019","Aprobado","SIN DESCRIPCION","-74.86134516","-15.39116406","","null",""
"51","","20100163552","QUINTO ITS DE CAMBIOS EN INSTALACIONES AUXILIARES DE LA U.M. RAURA","U.M. RAURA","ITS","","08/09/2017","Aprobado","SIN DESCRIPCION","-76.74649699","-10.45792535","","null",""
"52","","20100079501","TERCER ITS EIAD PROYECTO TAMBOMAYO","U.M. TAMBOMAYO","ITS","","24/09/2018","Aprobado","SIN DESCRIPCION","-71.9406","-15.467","","null",""
"54","ANABI S.A.C.","20517187551","PROYECTO UTUNSA","U.M. UTUNSA","ITS","","30/12/2016","Aprobado","SIN DESCRIPCION","-72.2888","-14.4182","","null",""
"55","","20546191541","","U.M. HUARON","ITS","","05/06/2017","Aprobado","SIN DESCRIPCION","-76.40997186","-11.01011601","","null",""
"56","","20203058781","","LOTE Z-2B","ITS","Hidrocarburos","27/09/2018","Aprobado","SIN DESCRIPCION","-81.14777291","-4.88961203","","null",""
"57","MUNICIPALIDAD DISTRITAL DE UCHURACCAY","20574782920","","CAMINO VECINAL ENTRE LAS COMUNIDADES DE UCHURACCAY-RODEOPAMPA-CHUQUI, DISTRITO DE UCHURACCAY, PROVINCIA DE HUANTA - AYACUCHO","","Transportes","19/07/2019","Aprobado","SIN DESCRIPCION","-74.08717817","-12.81698106","","null",""
"58","","20600020022","","UNIDAD MINERA HUACHOCOLPA UNO","ITS","","08/10/2021","Aprobado","SIN DESCRIPCION","-74.98293812","-13.07143812","","null",""
"59","","20516488973","","SIN UNIDAD","PPC","","15/02/2016","Aprobado","SIN DESCRIPCION","-76.52276047","-76.52276047","","null",""
"73","","20511125040","","SIN UNIDAD","ITS","Transportes","15/11/2017","Aprobado","SIN DESCRIPCION","-70.62932226","-13.18630185","","null",""
"77","","20486021692","","SIN UNIDAD","","Transportes","14/11/2017","Aprobado","SIN DESCRIPCION","-75.2254199","-10.95058264","","null",""
"78","","20514608041","","U.M. ANIMON","MEIA-d","","03/09/2018","Aprobado","SIN DESCRIPCION","-76.4285","-11.0292","","null",""
"63","MUNICIPALIDAD DISTRITAL ASQUIPATA","20211431971","","","","Transportes","16/06/2021","Aprobado","SIN DESCRIPCION","-73.91700515","-14.11444437","","null",""
"64","CONCESIONARIA IIRSA NORTE S.A.","20511004251","","CORREDOR VIAL AMAZONAS NORTE","ITS","Transportes","11/10/2018","Aprobado","SIN DESCRIPCION","-79.1692481","-6.00264948","","null",""
"65","","20100153832","LOTE IV","LOTE IV","ITS","Hidrocarburos","07/11/2017","Aprobado","SIN DESCRIPCION","-81.16284874","-4.48062664","","null",""
"66","MINERA YANACOCHA S.R.L.","20137291313","","U.M. YANACOCHA","ITS","","30/11/2017","Aprobado","SIN DESCRIPCION","-78.5411","-6.9898","","null",""
"67","MINERA YANACOCHA S.R.L.","20137291313","","U.M. YANACOCHA","ITS","","30/11/2017","Aprobado","SIN DESCRIPCION","-78.4859","-6.9761","","null",""
"68","LUZ DEL SUR S.A.A.","20331898008","","S.E. MANCHAY","","Electricidad","20/03/2017","Aprobado","SIN DESCRIPCION","-76.86823366","-12.10054452","","null",""
"70","SAMAY I S.A.","20537698889","","C.T. PUERTO BRAVO","ITS","Electricidad","20/10/2017","Aprobado","SIN DESCRIPCION","-71.9778932","-17.03838228","","null",""
"36","","20516488973","","U.M. SANTANDER","ITS","","05/06/2019","Aprobado","SIN DESCRIPCION","-76.52324721","-11.18673563","","null",""
"37","CONCESIONARIA IIRSA NORTE S.A.","20511004251","","TRAMO I","ITS","Transportes","11/05/2022","Aprobado","SIN DESCRIPCION","-76.29395767","-6.33748034","","null",""
"38","","20168702346","","LOTE VII/VI","ITS","Hidrocarburos","02/04/2018","Aprobado","SIN DESCRIPCION","-81.2176","-4.5318","","null",""
"39","","20513842377","","LOTE 95","ITS","Hidrocarburos","11/12/2019","Aprobado","SIN DESCRIPCION","-74.32812263","-5.24383096","","null",""
"40","","20269985900","","L.T. FILADELFIA-PUENTE PIEDRA","","Electricidad","10/05/2016","Aprobado","SIN DESCRIPCION","-77.1015","-11.9856","","null",""
"44","","20376303811","","U.M. COBRIZA","ITS","","09/09/2019","Aprobado","SIN DESCRIPCION","-74.38994526","-12.57526094","","null",""
"45","INSTITUTO METROPOLITANO PROTRANSPORTE DE LIMA - PROTRANSPORTE","20510407670","","SIN UNIDAD","","Transportes","30/01/2018","Aprobado","SIN DESCRIPCION","-77.01947316","-12.16689808","","null",""
"91","MUNICIPALIDAD DISTRITAL DE HUATA","20146926143","MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DE LA CARRETERA TRAMO HUATA - CHINCHERPAMPA, DISTRITO DE HUATA - PUNO - PUNO","SIN UNIDAD","","Transportes","07/12/2016","Aprobado","SIN DESCRIPCION","-69.99723954","-69.99723954","","null",""
"92","","20538837611","","SIN UNIDAD","PPC","","12/04/2019","Aprobado","SIN DESCRIPCION","-71.93134607","-71.93134607","","null",""
"93","","20601825601","","SIN UNIDAD","PPC","Electricidad","26/06/2019","Aprobado","SIN DESCRIPCION","-76.39352835","-76.39352835","","null",""
"94","APUMAYO S.A.C.","20547735014","","SIN UNIDAD","PPC","","20/01/2016","Aprobado","SIN DESCRIPCION","-73.92903536","-73.92903536","","null",""
"96","EDEGEL S.A.A.","20330791412","","","ITS","Electricidad","17/10/2017","Aprobado","SIN DESCRIPCION","-77.11759633","-11.93624031","","null",""
"97","","20499432021","","MICROTURBINA","ITS","Hidrocarburos","08/10/2021","Aprobado","SIN DESCRIPCION","-73.13783409","-12.54571285","","null",""
"98","MUNICIPALIDAD DISTRITAL DE BALSAS","20165779879","","SIN UNIDAD","","Transportes","27/11/2017","Aprobado","SIN DESCRIPCION","-77.91509628","-6.82194158","","null",""
"99","","20259829594","","LA PAMPILLA","ITS","Hidrocarburos","19/01/2018","Aprobado","SIN DESCRIPCION","-77.1319302","-11.92429007","","null",""
"101","LIMA AIRPORT PARTNERS S.R.L.","20501577252","","","ITS","Transportes","17/03/2023","Aprobado","SIN DESCRIPCION","-77.11847487","-12.01943027","","null",""
"102","NEXA RESOURCES PERU S.A.A.","20100110513","","MAGISTRAL","ITS","","02/11/2020","Aprobado","SIN DESCRIPCION","-77.77293471","-8.22932335","","null",""
"116","MUNICIPALIDAD METROPOLITANA DE LIMA","20131380951","","","","Transportes","17/09/2018","Aprobado","SIN DESCRIPCION","-77.05149872","-12.04383173","","null",""
"119","","20602114091","","SIN UNIDAD","IGAPRO","Agricultura","10/06/2022","Aprobado","SIN DESCRIPCION","-78.45905","-8.96543","","null",""
"120","","20511125040","","SIN UNIDAD","ITS","Transportes","11/08/2017","Aprobado","SIN DESCRIPCION","-71.59415929","-13.66497441","","null",""
"103","MUNICIPALIDAD DISTRITAL DE CHIRIMOTO","20207202127","","SIN UNIDAD","PPC","Transportes","17/11/2021","Aprobado","SIN DESCRIPCION","-77.34809858","-77.34809858","","null",""
"104","CIA MINERA RAURA S.A.","20100163552","","U.M. RAURA","","","09/09/2019","Aprobado","SIN DESCRIPCION","-76.74346984","-10.458855","","null",""
"106","","20304177552","","LOTE 88","ITS","Hidrocarburos","26/11/2018","Aprobado","SIN DESCRIPCION","-72.88","-11.8096","","null",""
"108","","20513188626","U.M. SUYCKUTAMBO","U.M. SUYCKUTAMBO","ITS","","31/10/2017","Aprobado","SIN DESCRIPCION","-71.83064568","-15.17721699","","null",""
"109","","20511165181","","CONSTANCIA","MEIA-d","","21/11/2020","Aprobado","SIN DESCRIPCION","-71.788","-14.48","","null",""
"110","HUAURA POWER GROUP S.A.","20552721668","","L.T. YARUCAYA","ITS","Electricidad","08/06/2017","Aprobado","SIN DESCRIPCION","-77.17109848","-11.08480857","","null",""
"111","CEPSA PERUANA S.A.C.","20516908930","","LOTE 131","ITS","Hidrocarburos","24/03/2017","Aprobado","SIN DESCRIPCION","-75.10423389","-8.83863417","","null",""
"112","","20511129975","","","ITS","Transportes","09/07/2020","Aprobado","SIN DESCRIPCION","-69.49822859","-11.41755404","","null",""
"113","","20100153832","","LOTE IV","ITS","Hidrocarburos","26/10/2018","Aprobado","SIN DESCRIPCION","-81.162","-4.4791","","null",""
"115","","20192779333","","U.M. ARCATA","ITS","","10/05/2019","Aprobado","SIN DESCRIPCION","-72.31109816","-14.98482422","","null",""
"81","","20514608041","TERCER ITS DE LA U.M. ALPAMARCA","ALPAMARCA","ITS","","15/10/2020","Aprobado","SIN DESCRIPCION","-76.4564045","-11.22001465","","null",""
"83","PROYECTO ESPECIAL REGIONAL PLAN COPESCO DEL GOBIERNO REGIONAL DEL CUSCO","20159311598","MEJORAMIENTO  Y CONTRUCCION DE LA CARRETERA YAURI -SUYKUTAMBO","MEJORAMIENTO  Y CONTRUCCION DE LA CARRETERA YAURI -SUYKUTAMBO","","Transportes","03/04/2019","Aprobado","SIN DESCRIPCION","-71.43007268","-14.80904508","","null",""
"84","CONSORCIO TRANSMANTARO S.A.","20383316473","","","ITS","Electricidad","27/08/2018","Aprobado","SIN DESCRIPCION","-74.22057003","-13.11709241","","null",""
"89","AUTOPISTA DEL NORTE S.A.C.","20520929658","","","ITS","Transportes","16/03/2022","Aprobado","SIN DESCRIPCION","-78.51480729","-9.05248109","","null",""
"121","CIA MINERA COIMOLACHE S.A.","20140688640","","TANTAHUATAY","ITS","","31/03/2021","Aprobado","SIN DESCRIPCION","-78.69100189","-6.73430014","","null",""
"123","SHOUGANG HIERRO PERU S.A.A.","20100142989","PRIMER ITS DE LA MODIFICACION DEL ESTUDIO DE IMPACTO  AMBIENTAL PARA EL PROYECTO DE AMPLIACION DE OPERACIONES  MINA Y PLANTA DE BENEFICIO","CPS 1 (ANTES MARCONA)","ITS","","11/05/2022","Aprobado","SIN DESCRIPCION","-75.13410998","-15.21733334","","null",""
"126","","20511129975","","SIN UNIDAD","ITS","Transportes","13/03/2018","Aprobado","SIN DESCRIPCION","-69.17258404","-11.73564997","","null",""
"127","","20100171652","","U.M. COMICSA 567","","","19/07/2017","Aprobado","SIN DESCRIPCION","-77.03064168","-11.8263535","","null",""
"128","","20100110513","","U.M. CERRO LINDO","ITS","","23/06/2016","Aprobado","SIN DESCRIPCION","-75.9969","-13.0922","","null",""
"144","MINERA VETA DORADA S.A.C.","20536126440","","U.M. VETA DORADA","ITS","","06/02/2017","Aprobado","SIN DESCRIPCION","-74.24742902","-15.80340055","","null",""
"145","AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS","20602114091","","SIN UNIDAD","IGAPRO","Agricultura","11/07/2021","Aprobado","SIN DESCRIPCION","-77.20968405","-11.14301108","","null",""
"147","AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS","20602114091","","SIN UNIDAD","IGAPRO","Agricultura","11/07/2021","Aprobado","SIN DESCRIPCION","-76.25075889","-13.09491136","","null",""
"148","GOBIERNO REGIONAL DE MADRE DE DIOS","20527143200","","SIN UNIDAD","PPC","Transportes","20/04/2022","Aprobado","SIN DESCRIPCION","-70.40136972","-70.40136972","","null",""
"149","EMPRESA PETROLERA UNIPETRO ABC S.A.C.","20161738272","","SIN UNIDAD","","Hidrocarburos","29/04/2019","Aprobado","SIN DESCRIPCION","-81.14701818","-4.54692508","","null",""
"150","","20601235758","","PARQUE EOLICO TOROCCO","","Electricidad","29/11/2018","Aprobado","SIN DESCRIPCION","-75.01590569","-15.37062955","","null",""
"151","","20546191541","","U.M. HUARON","ITS","","20/09/2018","Aprobado","SIN DESCRIPCION","-76.41","-11.0101","","null",""
"152","","20513842377","","LOTE 95","ITS","Hidrocarburos","06/12/2016","Aprobado","SIN DESCRIPCION","-74.3282","-5.2437","Oficio 471-2017-SENACE-J/DCA","null",""
"153","LIMA AIRPORT PARTNERS S.R.L.","20501577252","","INFRAESTRUCTURA AEROPORTUARIA","ITS","Transportes","29/04/2022","Aprobado","SIN DESCRIPCION","-77.11722952","-12.02927127","","null",""
"154","CONCESIONARIA IIRSA NORTE S.A.","20511004251","","TRAMO IV","ITS","Transportes","01/09/2022","Aprobado","SIN DESCRIPCION","-78.77062742","-5.80807916","","null",""
"169","EMPRESA PETROLERA UNIPETRO ABC S.A.C.","20161738272","","","MPPC","Hidrocarburos","20/03/2023","Aprobado","SIN DESCRIPCION","-81.15844659","-4.54858654","","null",""
"170","ENEL DISTRIBUCION PERU S.A.A","20269985900","","SIN UNIDAD","","Electricidad","20/03/2018","Aprobado","SIN DESCRIPCION","-77.05990655","-12.0005049","","null",""
"171","PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL","20503503639","PROPUESTA DE TDR Y PPC PARA EL EIA-D (EIA-D) DEL PROYECTO REHABILITACION Y MEJORAMIENTO DE LA CARRETERA VILLA RICA - PUERTO BERMUDEZ, TRAMOS: VILLA RICA-DESVIO ISCOZACIN Y DESVIO ISCOZACIN-PUERTO BER*","REHABILITACION Y MEJORAMIENTO DE LA CARRETERA VILLA RICA - PUERTO BERMUDEZ, TRAMOS: VILLA RICA - DESVIO ISCOZACIN Y DESVIO ISCOZACIN - PUERTO BERMUDEZ","","Transportes","14/08/2018","Aprobado","SIN DESCRIPCION","-75.07241493","-10.50826077","","null",""
"173","PERU LNG S.R.L.","20506342563","","SIN UNIDAD","ITS","Hidrocarburos","22/07/2019","Aprobado","SIN DESCRIPCION","-75.65461285","-13.70420404","","null",""
"155","CSF CONTINUA CHACHANI S.A.C.","20600896793","C.S. CHACHANI","C.S. CHACHANI","","Electricidad","28/02/2018","Aprobado","SIN DESCRIPCION","-71.81762929","-16.69950999","","null",""
"156","MINERA COLQUISIRI S.A.","20107290177","","U.M. MARIA TERESA","MEIA-d","","09/01/2018","Aprobado","SIN DESCRIPCION","-77.27955633","-11.48793725","","null",""
"157","MONTE AZUL CENTRO S.A.C.","20555714654","TERMINAL VILLA EL SALVADOR","TERMINAL VILLA EL SALVADOR","","Hidrocarburos","08/08/2017","Aprobado","SIN DESCRIPCION","-76.95111942","-12.24775953","","null",""
"159","MINSUR S.A.","20100136741","","SAN RAFAEL","ITS","","14/12/2020","Aprobado","SIN DESCRIPCION","-70.325843","-14.229","","null",""
"160","PROYECTO ESP. BINACIONAL PUYAN","20154446738","","","IGAPRO","Agricultura","21/10/2019","Aprobado","SIN DESCRIPCION","-80.24917822","-3.48830546","","null",""
"161","MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA","20147026529","","SIN UNIDAD","","Transportes","15/03/2017","Aprobado","SIN DESCRIPCION","-79.44182694","-5.25757991","","null",""
"162","ENEL GREEN POWER  S.A.","20543298574","","CENTRAL EOLICA WAYRA","ITS","Electricidad","10/06/2020","Aprobado","SIN DESCRIPCION","-75.0562","-15.0532","","null",""
"163","PLUSPETROL PERU CORPORATION S.A.","20304177552","","PLANTA DE FRACCIONAMIENTO DE LGN PISCO","ITS","Hidrocarburos","10/02/2022","Aprobado","SIN DESCRIPCION","-76.23432842","-13.76896394","","null",""
"164","SOCIEDAD MINERA EL BROCAL S.A.A.","20100017572","","COLQUIJIRCA 1","ITS","","25/08/2021","Aprobado","SIN DESCRIPCION","-76.28281777","-10.7711282","","null",""
"165","GOBIERNO REGIONAL DE HUANCAVELICA","20486020882","CONSTRUCCION DE LA CARRETERA VECINAL LACHOCCASA %u2013 SANTIAGO DE TUCUMA, DISTRITO DE PAMPAS, PROVINCIA DE TAYACAJA Y DEPARTAMENTO DE HUANCAVELICA","HUANCAVELICA","","Transportes","24/08/2021","Aprobado","SIN DESCRIPCION","-74.89865263","-12.33724562","","null",""
"166","AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS","20602114091","","SIN UNIDAD","IGAPRO","Agricultura","10/11/2022","Aprobado","SIN DESCRIPCION","-79.03693255","-8.00645607","","null",""
"129","LUZ DEL SUR S.A.A.","20331898008","","SIN UNIDAD","","Electricidad","08/02/2018","Aprobado","SIN DESCRIPCION","-76.82869706","-12.25908968","","null",""
"130","CULTINOR S.A.C.","20565282370","","UNIDAD MINERA KATY","PPC","","14/10/2022","Aprobado","SIN DESCRIPCION","-70.31948467","-16.45549247","","null",""
"131","HYDROCARBON EXPLORATION LIMITED","20543176894","","LOTE 183","","Hidrocarburos","28/09/2016","Aprobado","SIN DESCRIPCION","-75.5069","-6.6543","","null",""
"134","","20304177552","LOTE 88","LOTE 88","ITS","Hidrocarburos","29/11/2017","Aprobado","SIN DESCRIPCION","-72.94428641","-11.84310133","","null",""
"135","","20100110513","","U.M. CERRO LINDO","ITS","","30/11/2018","Aprobado","SIN DESCRIPCION","-75.9938","-13.0866","","null",""
"136","APUMAYO S.A.C.","20547735014","","UNIDAD MINERA APUMAYO","PPC","","25/08/2022","Aprobado","SIN DESCRIPCION","-73.92250933","-14.99674619","","null",""
"137","","20520694839","","PAMPA DE PONGO","MPPC","","31/08/2022","Aprobado","SIN DESCRIPCION","-74.86399695","-15.39728132","","null",""
"138","CONCESIONARIA IIRSA NORTE S.A.","20511004251","","TRAMO II","ITS","Transportes","13/10/2022","Aprobado","SIN DESCRIPCION","-76.49145285","-6.47812279","","null",""
"139","LA ARENA S.A.","20205467603","","LA ARENA","PPC","","20/09/2022","Aprobado","SIN DESCRIPCION","-78.1332007","-7.89375821","","null",""
"140","MUNICIPALIDAD PROVINCIAL DE CALCA","20156074242","","CREACION DEL CAMINO VECINAL DESDE LA COMUNIDAD CAMPESINA DE UNURAQUI HASTA EL SECTOR DE CALCACCASA","","Transportes","21/09/2022","Aprobado","SIN DESCRIPCION","-71.99044952","-13.33548094","","null",""
"141","MINSUR S.A.","20100136741","","U.M. SAN RAFAEL","ITS","","24/08/2018","Aprobado","SIN DESCRIPCION","-70.3254","-14.2296","","null",""
"187","SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C.","20100102171","MEIA U.E.A. AUSTRIA DUVAZ","U.M. PUQUIOCOCHA","ITS","","28/04/2017","Aprobado","SIN DESCRIPCION","-76.13276867","-11.59644155","","null",""
"188","MINERA COLQUISIRI S.A.","20107290177","","U.M. COLQUISIRI","ITS","","12/06/2017","Aprobado","SIN DESCRIPCION","-77.27612962","-11.49420062","","null",""
"189","","20504645046","","L.T. PACHACHACA-POMACOCHA","","Electricidad","15/06/2017","Aprobado","SIN DESCRIPCION","-76.11217599","-11.69616304","","null",""
"190","","20356476434","LOTE X","LOTE X","ITS","Hidrocarburos","23/11/2017","Aprobado","SIN DESCRIPCION","-81.21720388","-4.29463009","","null",""
"191","MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI","20176232227","","","","Transportes","26/02/2021","Aprobado","SIN DESCRIPCION","-76.73669604","-10.43479022","","null",""
"192","CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.","20101250572","","TACAZA","PPC","","17/10/2022","Aprobado","SIN DESCRIPCION","-70.72833991","-15.6211419","","null",""
"193","PETROLIFERA PETROLEUM DEL PERU S.R.L.","20510478348","","LOTE 107","PPC","Hidrocarburos","22/04/2020","Aprobado","SIN DESCRIPCION","-75.03441543","-10.06266479","","null",""
"194","ASOCIACION DE CARNICEROS-PIRAMIDAL-AYACUCHO","20602486720","CENTRO DE BENEFICIO ADECPA","CENTRO DE BENEFICIO","","Agricultura","13/03/2020","Aprobado","SIN DESCRIPCION","-74.22428074","-13.22544883","","null",""
"195","","20192779333","U.M. ARCATA","U.M. ARCATA","ITS","","22/10/2017","Aprobado","SIN DESCRIPCION","-72.3111","-14.9848","","null",""
"197","MUNICIPALIDAD PROVINCIAL CHACHAPOYAS","20168007168","CREACION DEL CAMINO VECINAL CUELCHO - LEJIA - OBSAJ - SHIQUE - CHILIQUIN, DISTRITO DE CHILIQUIN - CHACHAPOYAS - AMAZONAS","CAMINO VECINAL","","Transportes","23/09/2020","Aprobado","SIN DESCRIPCION","-77.74424692","-6.09424154","","null",""
"199","ENERGY POWER PERU CONSULTING S.A.C.","20543639827","","C.H. LA HERRADURA","ITS","Electricidad","23/08/2017","Aprobado","SIN DESCRIPCION","-77.11036284","-11.03638166","","null",""
"213","GOLD FIELDS LA CIMA S.A.","20507828915","","CERRO CORONA","MPPC","","27/09/2022","Aprobado","SIN DESCRIPCION","-78.62866288","-6.76077185","","null",""
"214","MINERA YANACOCHA S.R.L.","20137291313","","U.M. YANACOCHA","ITS","","04/07/2017","Aprobado","SIN DESCRIPCION","-78.5410714","-6.98982411","","null",""
"215","","20100110513","SEGUNDO ITS DE LA UM PUKAQAQA","SIN UNIDAD","ITS","","31/07/2019","Aprobado","SIN DESCRIPCION","-75.06231973","-12.72614832","","null",""
"216","","20511129975","","SIN UNIDAD","ITS","Transportes","22/05/2018","Aprobado","SIN DESCRIPCION","-69.55487932","-10.98914435","","null",""
"217","CONCESIONARIA IIRSA NORTE S.A.","20511004251","ITS PARA LA CANTERA KM 98+920 LI DEL PROYECTO CORREDOR VIAL AMAZONAS NORTE, TRAMO 4: OLMOS %u2013 CORRAL QUEMADO","CANTERA KM 98+920 LI DEL PROYECTO CORREDOR VIAL AMAZONAS NORTE, TRAMO 4: OLMOS %u2013 CORRAL QUEMADO","ITS","Transportes","10/07/2019","Aprobado","SIN DESCRIPCION","-79.24083528","-5.94512761","","null",""
