"ID","TITULAR","RUC","TITULO_PROYECTO","UNIDAD_PROYECTO","TIPO","ACTIVIDAD","FECHA_INICIO","ESTADO","DESCRIPCION","LONGITUD","LATITUD","RESOLUCION","LABEL"
"286","CERRO DE PASCO RESOURCES SUBSIDIARIA DEL PERU S.A.C.","20516488973","","Santander","ITS","","05/05/2023","","SIN DESCRIPCION","-76.52184216","-11.19088054","","null"
"288","GREEN CARE DEL PERU S.A.","20379037012","","Ventanilla","ITS","","04/05/2023","","SIN DESCRIPCION","-77.12439711","-11.86648139","","null"
"289","KANAY S.A.C.","20553255709","","ECOCENTRO MAYNAS","PPC","","03/05/2023","","SIN DESCRIPCION","-73.5243394","-4.31346565","","null"
"290","CONSORCIO MINERO HORIZONTE S.A.","20136150473","MEJORA TECNOLOGICA, MODIFICACION Y REEMPLAZO DE COMPONENTES CON RELACION AL MEIA CURAUMBAMBA","Unidad Minera Parcoy","ITS","","02/05/2023","","SIN DESCRIPCION","-77.47797917","-8.01904802","","null"
"292","COSCO SHIPPING PORTS CHANCAY PERU S.A.","20543244300","","Terminal Portuario Chancay","ITS","Transportes","29/04/2023","","SIN DESCRIPCION","-77.28091905","-11.58597174","","null"
"298","","20600020022","","Unidad Minera Huachocolpa Uno","MEIA-d","","25/04/2023","","SIN DESCRIPCION","-74.99354277","-13.08194727","","null"
"271","HUDBAY PERU S.A.C.","20511165181","","","PPC","","22/12/2022","","SIN DESCRIPCION","-71.78682972","-14.47934175","","null"
"308","","20514608041","CUARTO ITS DE LA PRIMERA MEIA DE LA UM ALPAMARCA","ALPAMARCA","ITS","","01/11/2022","","SIN DESCRIPCION","-76.45374802","-11.2185058","","null"
"336","MARCOBRE S.A.C.","20508972734","","MINA JUSTA","PPC","","18/11/2022","","SIN DESCRIPCION","-75.06645135","-15.1504082","","null"
"384","PROGRAMA SUBSECTORIAL DE IRRIGACIONES-PSI","20414868216","","","MTDR","Agricultura","16/12/2022","","SIN DESCRIPCION","-70.66360722","-16.16992571","","null"
"400","CONCESIONARIA INTEROCEANICA SUR TRAMO 2 S.A.","20511125040","","","ITS","Transportes","15/02/2023","","SIN DESCRIPCION","-71.4046","-13.6132","<Nulo>","null"
"401","","20140688640","","TANTAHUATAY","MEIA-d","","28/12/2021","","SIN DESCRIPCION","-78.6874","-6.7324","","null"
"466","CONCESIONARIA IIRSA NORTE S.A.","20511004251","","TRAMO IV","ITS","Transportes","10/03/2023","","SIN DESCRIPCION","-78.82523415","-5.88317248","","null"
"459","HIDROELECTRICA RIO HUAMUCO S.A","20602068847","","","EIA-d","Electricidad","13/05/2022","","SIN DESCRIPCION","-76.47888624","-8.87276274","","null"
"517","MINSUR S. A.","20100136741","","","TDR","","16/12/2022","","SIN DESCRIPCION","-76.1783836","-13.77945155","","null"
"536","TERMINAL PORTUARIO JINZHAO PERU SA","20565869389","","TERMINAL PORTUARIO SAN JUAN DE MARCONA","EIA-d","Transportes","05/07/2022","","SIN DESCRIPCION","-75.14848349","-15.34786082","","null"
"501","PROVIAS DESCENTRALIZADO","20380419247","","","","Transportes","30/12/2022","","SIN DESCRIPCION","-70.38869452","-12.89893483","","null"
"574","CIA MINERA RAURA S A","20100163552","","RAURA","MEIA-d","","20/07/2022","","SIN DESCRIPCION","-76.74447031","-10.44664501","","null"
"568","PROVIAS DESCENTRALIZADO","20380419247","MEJORAMIENTO DEL CAMINO VECINAL EMP.PE-5NA - MISHQUIPATA - MONOPATA, DISTRITO DE HUANCABAMBA - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO","","","Transportes","26/01/2023","","SIN DESCRIPCION","-75.54187155","-10.34929878","","null"
"689","SOCIEDAD MINERA RELIQUIAS S.A.C.","20566420211","PRIMER ITS DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA RELIQUIAS %u2013 CAUDALOSA GRANDE","RELIQUIAS-CAUDALOSA GRANDE","ITS","","10/06/2022","","SIN DESCRIPCION","-75.22498304","-13.20846316","","null"
"701","MUNICIPALIDAD DISTRITAL DE ECHARATI","20159368271","","CARRETERA VECINAL KAMANKIRIATO-TUNQUIMAYO II","","Transportes","28/10/2022","","SIN DESCRIPCION","-73.03799084","-12.52659011","","null"
"1293","","20100079501","","JULCANI","PPC","","13/03/2023","","SIN DESCRIPCION","-74.80397952","-12.94082851","","null"
"1295","AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS","20602114091","","SIN UNIDAD","IGAPRO","Agricultura","19/01/2023","","SIN DESCRIPCION","-78.53959845","-9.00318191","","null"
"1308","GOBIERNO REGIONAL DE LIMA","20530688390","","","","Transportes","12/12/2022","","SIN DESCRIPCION","-75.78324399","-12.81177844","","null"
"1309","SALAVERRY TERMINAL INTERNACION","20603487321","","Terminal Portuario Salaverry","MEIA-d","Transportes","17/04/2023","","SIN DESCRIPCION","-78.97979758","-8.23292319","","null"
"1329","SOCIEDAD MINERA CORONA S.A.","20217427593","","","ITS","","16/04/2023","","SIN DESCRIPCION","-75.69496197","-12.29977355","","null"
"1365","PAN AMERICAN SILVER HUARON S.A.","20546191541","","","PPC","","14/03/2023","","SIN DESCRIPCION","-76.41094954","-11.00433326","","null"
"1454","PROYECTO ESPECIAL CHINECAS","20164359701","","","","Agricultura","23/11/2022","","SIN DESCRIPCION","-78.48376429","-8.90041532","","null"
"1330","GOBIERNO REGIONAL AMAZONAS","20479569861","","","","Transportes","12/04/2023","","SIN DESCRIPCION","-77.3410276","-6.51468783","","null"
"1376","PLUSPETROL PERU CORPORATION S.A.","20304177552","","","ITS","Hidrocarburos","12/12/2022","","SIN DESCRIPCION","-72.73342128","-11.87516445","","null"
"1192","MUNICIPALIDAD PROVINCIAL DE PARURO","20159308708","","CAMINO VECINAL R-081015EMP. CU 15-18","","Transportes","25/03/2023","","SIN DESCRIPCION","-71.97942339","-13.78211931","","null"
"1381","AVOCADO PACKING COMPANY S.A.C.","20555757469","PLANTA EMPACADORA DE FRUTAS FRESCAS (PEFF) - OLMOS","","","Agricultura","26/01/2023","","SIN DESCRIPCION","-80.06067762","-6.3080603","","null"
"1382","","20520866630","FUNDO CHAMBARA","","","Agricultura","25/01/2023","","SIN DESCRIPCION","-77.31808739","-11.1155611","","null"
"1386","MINERA BATEAS S.A.C.","20510704291","","","PPC","","13/01/2023","","SIN DESCRIPCION","-71.84880446","-15.19775645","","null"
"1103","SIERRA ANTAPITE S.A.C.","20601434335","","UNIDAD MINERA ANTAPITE","PPC","","24/03/2023","","SIN DESCRIPCION","-75.06702718","-13.9775884","","null"
"1110","AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS","20602114091","","SIN UNIDAD","IGAPRO","Agricultura","20/03/2023","","SIN DESCRIPCION","-78.98332021","-8.04382788","","null"
"1200","CIA MINERA PODEROSA S A","20137025354","","SANTA MARIA","ITS","","24/03/2023","","SIN DESCRIPCION","-77.64552296","-7.7571469","","null"
"1201","NEXA RESOURCES CAJAMARQUILLA S.A.","20261677955","","NEXA CAJAMARQUILLA","MPPC","","27/03/2023","","SIN DESCRIPCION","-76.88367189","-11.96927903","","null"
"1120","ELECTRO DUNAS S.A.A.","20543616967","","SIN UNIDAD","","Electricidad","20/04/2023","","SIN DESCRIPCION","-76.15346814","-13.72338262","","null"
"1402","AGRICOLA LOS ANDENES S.A.C.","20603473907","","DOS POZOS Y CULTIVO DE VID","","Agricultura","16/02/2023","","SIN DESCRIPCION","-75.88555","-13.760111","<Nulo>","null"
"1123","AVIAGEN PERU S.A.C.","20604602115","","SIN UNIDAD","","Agricultura","21/04/2023","","SIN DESCRIPCION","-78.81037601","-8.42541228","","null"
"1222","PETROTAL PERU S.R.L.","20513842377","","DESARROLLO","ITS","Hidrocarburos","30/04/2022","","SIN DESCRIPCION","-74.32985451","-2.5285338","","null"
"860","MUNICIPALIDAD DISTRITAL DE SAN MARCOS","20166544000","","","","Agricultura","29/12/2022","","SIN DESCRIPCION","-77.17377155","-9.58800917","","null"
"1069","","20499432021","","TGP","ITS","Hidrocarburos","17/03/2023","","SIN DESCRIPCION","-75.54387714","-13.64315996","","null"
"1070","","20100079501","","UCHUCCHACUA","PPC","","17/03/2023","","SIN DESCRIPCION","-76.69256759","-10.62937221","","null"
"1072","MUNICIPALIDAD DISTRITAL DE COLCABAMBA","20185726216","","","","Transportes","14/03/2023","","SIN DESCRIPCION","-74.70013828","-12.42090232","","null"
"984","NEXA RESOURCES PERU S.A.A.","20100110513","","MAGISTRAL","MEIA-d","","23/12/2021","","SIN DESCRIPCION","-77.77883815","-8.22028466","","null"
"890","COMPANIA MINERA ANTAMINA S.A","20330262428","","UNIDAD MINERA ANTAMINA","MEIA-d","","12/04/2022","","SIN DESCRIPCION","-77.0440697","-9.56295533","","null"
"991","ONETO VALLE SEBASTIAN NICOLAS","10167988917","","","","Agricultura","20/01/2023","","SIN DESCRIPCION","-79.98368238","-5.76674095","","null"
"1098","AUTORIDAD AUTONOMA DE MAJES","20162554167","","SIN UNIDAD","TDR","Agricultura","19/04/2023","","SIN DESCRIPCION","-71.64258868","-15.20556153","","null"
"1085","AUTOPISTA DEL NORTE S.A.C.","20520929658","","","ITS","Transportes","13/12/2022","","SIN DESCRIPCION","-78.40805729","-9.38220158","","null"
"804","","20100079501","","SIN UNIDAD","PPC","","05/04/2023","","SIN DESCRIPCION","-70.58141571","-16.20447517"," ","null"
"805","VOLCAN COMPANIA MINERA S.A.A.","20383045267","","SIN UNIDAD","PPC","","31/03/2023","","SIN DESCRIPCION","-76.00594471","-11.75075653"," ","null"
"709","CNPC PERU S.A.","20356476434","","","ITS","Hidrocarburos","23/12/2022","","SIN DESCRIPCION","-72.946326","-11.85747771","","null"
"809","MUNICIPALIDAD DISTRITAL DE SAUCE","20167987207","MUNICIPALIDAD DISTRITAL DE SAUCE","GOBIERNOS LOCALES","PPC","Agricultura","27/03/2023","","SIN DESCRIPCION","-76.2211938","-6.68330432","","null"
"810","CONCESIONARIA IIRSA NORTE S.A.","20511004251","","TRAMO I","ITS","Transportes","29/03/2023","","SIN DESCRIPCION","-76.13366194","-5.90323743","","null"
"812","","20602114091","","SIN UNIDAD","IGAPRO","Agricultura","31/03/2023","","SIN DESCRIPCION","-80.49271282","-3.6233233","","null"
"813","","20602114091","","SIN UNIDAD","IGAPRO","Agricultura","29/03/2023","","SIN DESCRIPCION","-77.43171404","-11.10572691","","null"
"729","","20100079501","YUMPAG","YUMPAG","EIA-d","","01/07/2021","","SIN DESCRIPCION","-76.63454811","-10.58191723","","null"
"1031","","20100079501","","TAMBOMAYO","MEIA-d","","06/03/2023","","SIN DESCRIPCION","-71.9774601","-15.47878624","","null"
"747","","20514608041","ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO ROMINA","ROMINA","EIA-d","","11/06/2022","","SIN DESCRIPCION","-76.51722351","-11.15528566","","null"
"942","SUMMA GOLD CORPORATION S.A.C.","20522025071","","UNIDAD MINERA EL TORO","","","01/07/2022","","SIN DESCRIPCION","-78.00494198","-7.83095746","","null"
"946","NEXA RESOURCES PERU S.A.A.","20100110513","","","PPC","","25/01/2023","","SIN DESCRIPCION","-75.99150542","-13.08577614","","null"
"1893","PLUSPETROL PERU CORPORATION S.A.","20304177552","","TRANSPORTE POR DUCTO","ITS","Hidrocarburos","23/12/2022","","SIN DESCRIPCION","-72.79891855","-11.89202174","","null"
"1948","AUTOPISTA DEL NORTE S.A.C.","20520929658","","","ITS","Transportes","22/03/2023","","SIN DESCRIPCION","-78.61563505","-8.95899785","","null"
"1772","NEXA RESOURCES CAJAMARQUILLA S.A.","20261677955","","NEXA CAJAMARQUILLA","ITS","","28/03/2023","","SIN DESCRIPCION","-76.88367189","-11.96927903","","null"
"1919","PAN AMERICAN SILVER HUARON S.A.","20546191541","","","ITS","","30/11/2022","","SIN DESCRIPCION","-76.41095101","-11.00433398","","null"
"1941","CONCESIONARIA IIRSA NORTE S.A.","20511004251","","TRAMO IV","ITS","Transportes","28/10/2022","","SIN DESCRIPCION","-79.61760846","-5.9422834","","null"
"1717","SOCIEDAD MINERA EL BROCAL S.A.A.","20100017572","","COLQUIJIRCA 1","MEIA-d","","25/02/2023","","SIN DESCRIPCION","-76.2845052","-10.78286104","","null"
"1868","PETROLERA MONTERRICO S.A.","20338598301","","LOTE II","ITS","Hidrocarburos","03/10/2022","","SIN DESCRIPCION","-81.11788452","-4.35401688","","null"
"1878","","20514608041","","SIN UNIDAD","ITS","","05/04/2023","","SIN DESCRIPCION","-76.4241356","-11.03693446"," ","null"
"1883","MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA","20154442155","","SIN UNIDAD","","Transportes","06/04/2023","","SIN DESCRIPCION","-75.27869075","-12.72197939"," ","null"
"2027","","20383045267","","CARAHUACRA","ITS","","21/10/2022","","SIN DESCRIPCION","-76.10820298","-11.6969668","","null"
"1887","CONCESIONARIA INTEROCEANICA SUR TRAMO 2 S.A.","20511125040","","","ITS","Transportes","02/12/2022","","SIN DESCRIPCION","-71.29684816","-13.64976191","","null"
"2194","","20100079501","CUARTO ITS DEL PROYECTO SAN GABRIEL","","ITS","","02/02/2023","","SIN DESCRIPCION","-70.58141339","-16.20447844","","null"
"1636","ELECTRO ARAZA S.A.C.","20547515324","","","PPC","Electricidad","10/02/2023","","SIN DESCRIPCION","-71.30108856","-14.57379563","","null"
"2198","SOCIEDAD MINERA CERRO VERDE S.A.A.","20170072465","","","PPC","","16/05/2023","","SIN DESCRIPCION","-71.59433591","-16.5358976","","null"
"2199","SHOUGANG HIERRO PERU S.A.A.","20100142989","SEGUNDO ITS DE LA MODIFICACION DEL ESTUDIO DE IMPACTO AMBIENTAL PARA EL PROYECTO DE AMPLIACION DE OPERACIONES MINA Y PLANTA DE BENEFICIO","CPS 1 (Antes MARCONA)","ITS","","16/05/2023","","SIN DESCRIPCION","-75.13410998","-15.21733334","","null"
"2200","MINERA BOROO MISQUICHILCA S.A.","20209133394","","Lagunas Norte","ITS","","15/05/2023","","SIN DESCRIPCION","-78.24544278","-7.95017556","","null"
"2202","NEXA RESOURCES EL PORVENIR S.A.C.","20492744833","","EL PORVENIR","ITS","","12/05/2023","","SIN DESCRIPCION","-76.21142882","-10.60611652","","null"
"2104","MINSUR S. A.","20100136741","","SAN RAFAEL","PPC","","24/03/2023","","SIN DESCRIPCION","-70.32634742","-14.22909647","","null"
"2204","SIERRA POLI S.A.C.","20603830416","","Sierra Sumaq Rumi","PPC","","11/05/2023","","SIN DESCRIPCION","-79.81860518","-12.058608","","null"
"2205","MINSUR S. A.","20100136741","","Pucamarca","MEIA-d","","11/05/2023","","SIN DESCRIPCION","-69.81002058","-17.81448645","","null"
"2206","PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL","20477936882","","SUI","","Agricultura","10/05/2023","","SIN DESCRIPCION","-71.37398188","-14.94678149","","null"
"2207","SOCIEDAD MINERA CERRO VERDE S.A.A.","20170072465","","","ITS","","10/05/2023","","SIN DESCRIPCION","-71.58876231","-16.54680429","","null"
"2208","ELGASER SOCIEDAD ANONIMA CERRADA - ELGASER S.A.C.","20605039139","","1","","Agricultura","17/05/2023","","SIN DESCRIPCION","-76.41869858","-12.887202","","null"
"2209","","20114915026","","","","","17/05/2023","","SIN DESCRIPCION","-71.38501604","-14.95183619","","null"
"2218","CONCESIONARIA VIAL DEL SOL S.A.","20522547957","","Tramo: Trujillo - Chiclayo","ITS","Transportes","30/05/2023","","SIN DESCRIPCION","-79.50079161","-7.11130062","","null"
"2219","PETROLEOS DEL PERU PETROPERU SA","20100128218","","Lote 64","TDR","Hidrocarburos","29/05/2023","","SIN DESCRIPCION","-77.60223489","-3.21989514","","null"
"2220","PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL","20503503639","","","ITS","Transportes","25/05/2023","","SIN DESCRIPCION","-76.30554819","-9.92047556","","null"
"2221","GOBIERNO REGIONAL AYACUCHO","20452393493","","Camino Vecinal","","Transportes","22/05/2023","","SIN DESCRIPCION","-73.50050118","-13.2546746","","null"
"2222","CORI PUNO S.A.C.","20406339361","","UNTUCA","TDR","","22/05/2023","","SIN DESCRIPCION","-69.38047314","-14.57921302","","null"
"2223","MINERA AURIFERA RETAMAS S.A.","20132367800","","UEA RETAMAS","EIA-d","","22/05/2023","","SIN DESCRIPCION","-77.44630063","-8.03887606","","null"
"2225","","20100079501","CUARTO ITS DE LA UNIDAD MINERA UCHUCCHACUA","UCHUCCHACUA","ITS","","19/05/2023","","SIN DESCRIPCION","-76.68238923","-10.63092034","","null"
"2226","ENERGIA RENOVABLE DEL SUR S.A.","20392847406","","","","Electricidad","12/06/2023","","SIN DESCRIPCION","-75.11345455","-15.40426955","","null"
"2227","","20114915026","","","","","09/06/2023","","SIN DESCRIPCION","-71.38501604","-14.95183619","","null"
"2228","","20100079501","","JULCANI","","","09/06/2023","","SIN DESCRIPCION","-74.80346904","-12.94271507","","null"
"2229","","20100056802","","","","","08/06/2023","","SIN DESCRIPCION","-76.58961306","-12.69398952","","null"
"2230","PLUSPETROL PERU CORPORATION S.A.","20304177552","","Lote 56","","Hidrocarburos","07/06/2023","","SIN DESCRIPCION","-72.94883432","-11.69131987","","null"
"2121","PROVIAS DESCENTRALIZADO","20380419247","","","","Transportes","13/02/2023","","SIN DESCRIPCION","-75.541872","-10.349299","<Nulo>","null"
"2210","DISPOSICIONES TRATAMIENTOS Y SOLUCIONES AMBIENTALES S.A.C.","20600590783","","","EIA-sd","","05/06/2023","","SIN DESCRIPCION","-80.80358687","-5.15451842","","null"
"2211","REPSOL EXPLORACION PERU SUCURSAL DEL PERU","20258262728","","Lote 57","ITS","Hidrocarburos","03/06/2023","","SIN DESCRIPCION","-73.25230241","-11.50831351","","null"
"2212","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO","20504743307","","","TDR","Vivienda","03/06/2023","","SIN DESCRIPCION","-73.36095883","-3.87422738","","null"
"2214","","20458538701","","","EIA-d","","01/06/2023","","SIN DESCRIPCION","-77.51087747","-9.76861961","","null"
"2215","MARCOBRE S.A.C.","20508972734","","MINA JUSTA","ITS","","01/06/2023","","SIN DESCRIPCION","-75.06645135","-15.1504082","","null"
"1671","CONCESIONARIA INTEROCEANICA SUR TRAMO 2 S.A.","20511125040","","","ITS","Transportes","08/12/2022","","SIN DESCRIPCION","-71.21693572","-13.60446731","","null"
"2136","GERENCIA SUB REGIONAL CASTROVIRREYNA","20486987864","","","","Transportes","09/03/2023","","SIN DESCRIPCION","-75.34464282","-13.1441667","","null"
"2154","SIERRA ANTAPITE S.A.C.","20601434335","","UNIDAD MINERA ANTAPITE","ITS","","20/07/2022","","SIN DESCRIPCION","-75.06736985","-13.97850408","","null"
"1606","","20100147514","","","ITS","","10/02/2023","","SIN DESCRIPCION","-71.35195608","-17.57978799","","null"
"1613","CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.","20101250572","PLAN DE PARTICIPACION CIUDADANA DE LA PRIMERA MODIFICACION DE ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE EXPLOTACION MINERA LAS AGUILAS","","PPC","","28/12/2022","","SIN DESCRIPCION","-70.77328365","-15.0919573","","null"
"1616","LIMA EXPRESA S.A.C.","20523621212","","","ITS","Transportes","09/02/2023","","SIN DESCRIPCION","-77.04819647","-12.03579399","","null"
